review_body,review_date 
"I went to Noida on a business trip and my company booked me on Crown Plaza. The hotel doesn't look good from the outside and the surrounding area is also not good. But the room is very good! Bed is comfortable, room amenities are up to the mark if I may say. I tried one restaurant for breakfast and dinner and the food is great! I tried the pool but it is closed for renovations, unfortunately.","May 7, 2015"
"Amazing service and excellent team. We had 35 rooms with varied guests from traditional city Bikaner to most modern Guangzhou city China and from one to all, every single person was complimenting us for excellent arrangements and we accepted them on your behalf. Cost and price stands nowhere in front of in-valuable service provided by your reservation team (Himanshu Trivedi, Shailender,Manoj and F&B Manager,Valets/Bellboys and all).  I will email all the screenshots of sms & messages from our various guests, received on my mobile.  This service quality was inmatchable. Kudos!!!  Sidharth Mukim   P.S :- We were sold on this deal by HimanshuTrivedi and he worked relentlessly to make us comfortable. Words and paper are too small for the Praise.","May 5, 2015"
"The hotel room was really modern and spacious and the restaurant had friendly helpful staff and a good selection of food but we were really really disappointed that there was not pool. All the hotel advertising state there is Pool ( including the hotel website- the in room compendium the in room TV advertising and even in the lifts all say pool ) I queried at the front desk to the age of the hotel as I thought it must be new but was told it was 4 years old. The pool is under construction -and it is an ugly sight when looking from your room window especially when we could see the pool at the Holiday Inn next door.We chose this hotel booked through our travel tour company( they thought it had a pool ) for the fact it had a pool.When we travelled it was 38 degrees so of course a pool would have been great.The hotel is along way from the city too and there is not much around ie no local shops although there is metro station close by but due to the temperature outside we chose not to use this.We were 4 adults travelling two ladies and our adult children who are a couple. I feel this hotel would be more suited as a business hotel.Wifi , breakfast and dinner were included in our room rate the meals especially welcome due to the fact there were no local restaurants nearby. I tried to send a review on the hotel website but it kept telling me my details were incorrect ??","May 4, 2015"
"The hotel is very nice with one of the good Spas in the city. I liked the room, which is much spacious in comparison to the other hotels in the city. Hotel is not so far from the city centre as well as from Noida corporate hub. Good location to the business travelers in Noida and city center.If you are there for tourism also, would recommend to stay in this hotel as it is located very close to Akshardham temple and some other major tourist attractions too. Even if you are going to Tajmahal in Agra, this could be a great location to stay in Delhi as this is very well connected to Taj Express Way also. Rooms are much spacious then other adjacent hotel located at the same place and service is also great. Hotel staff is also very courteous, friendly and always willing to help.A special mention of Mr. Himanshu Trivedi (Manager Reservations) for making the whole process right from booking till check-out effortless. Thanx Himanshu","April 29, 2015"
"I was on one of my official assignments at noida and I chose to stay at crowne Plaza mayur vihar, it was a nice facility and food was good too. Best part I liked about the hotel was the remote controlled curtains available in the rooms. Overall good hotel for business stays. Planning to visit the facility again soon","April 16, 2015"
"When I checked into the hotel, the staff were really nice and gave me an upgrade based on my Gold Ambassador status. When we couldn't connect to the wifi with our iPhones, they sent a tech guy to help sort the problem out. I'm not sure if the wifi is generally free, but it is free for IHG club members, so that was nice. Breakfast was great and again, the staff were really nice. The gym was pretty good too. It was clean and the machines worked well. I'd definitely go back and stay at this hotel.","April 15, 2015"
"Staff were great. Especially the restaurant staff, but also the bar and front desk. I had most contact with restaurant staff. Everyone was polite and appropriate. Room and hotel was clean. Service was fast including laundry. Bed and room was comfortable. Bathroom was spacious and clean. Food was perfect and had many options though I generally chose Indian.","April 11, 2015"
We had two stays here 15-18 Mar and 21 Mar while travelling in India. It is a very nice modern hotel with excellent service. As we were on a tour we don't know about its position or transport nearby - we were picked up and dropped off at the hotel. The view from the rooms was a little disappointing but while inside everything was first class. We had breakfast and dinner there at the excellent buffet and we also used the spa for a facial and body massage and this was wonderful.,"April 2, 2015"
"Descent property at reasonable price. Nice Rooms, Very good staff. Food Quality if quite good.Executive Lounge and Lounge Staff are the highlights. I would strongly recommend this hotel to my friends and collegues. Pool was not operational as it was being upgraded","March 29, 2015"
Our first two nights in India were spent here. What a delight. The staff could not do enough and with so little effort. Our room was fabulous. Our bed was made for dreams and the bathroom was superb. The Restaurant offered high quality Indian Cuisinne and we enjoyed every meal. I could not fault this hotel. It's location is a bit odd. Why out in the dirt and Industrial zone? Is this area planned to be upmarket in the future? The view was a Freeway and dirt all around as if building sites were in the making.,"March 24, 2015"
"If you have to be in Noida or around Central Delhi, this is a good choice. But what puts one off immediately is the smell from the filthy 'nallah' & sewage plant right across the road. And if you happen to be put into one of the rooms towards the front of the hotel, don't bother opening the curtains during the stay.The rooms at the hotel are very nice - spacious & comfortable, with ample space to keep your stuff, a comfortable & separate sitting & working space & a big bathroom. The only problem I had with the room was the lighting - while mood lighting is lovely, it is impossible to do your make up or read etc. Key places didn't have lights - above a mirror, work table etc. An example of 'good to look at' but totally impractical interior design.Overall service was good but the hotel can certainly improve the breakfast spread. I also felt that prices for services in the spa or the salon were unnecessarily expensive & should certainly be reviewed.","March 24, 2015"
"There is s distinctly unpleasant smell on arrival at the hotel, but it is thankfully not apparent once inside. The rooms are large and modern, beds are divine and pillows left me looking for one to purchase in Australia. The bathroom was outstanding with full bath , separate shower and choice of hand held or raindrop, beautiful! The hotel has won the Times of India award for best mixed origin menu. I totally loved every meal here. Going vegetarian for the duration of our stay was a wise move and food nowhere exceeded the quality of the Crowne Plaza Noida. The breakfast chef cooked the best Masala Dosa I have eaten. The buffet breakfast was marvelous in variety and quality. This hotel left me wanting for nothing, excellent service and luxurious surrounds. Close to the railway means that the out of town location is no impediment. I want to go back.","March 24, 2015"
"Hotel is ideally located for visit to Central Delhi and New Delhi. It is a new property with very friendly and hospitable staff. Spacious rooms, comfortable bed, equipped with Sofa, Study table, Flat LED TV, facility for tea / coffee making in the room, Mini bar, 4 bottles of mineral water per day, complimentary Wi Fi, complimentary fruits, spacious toilet with separate shower and bath tub, hot water, comfortable and relatively silent air conditioning and all modern gadgets.","March 23, 2015"
"in 2015 Feb me and my son stay at CP Mayur Vihar 4 weeks, it is very nice hotel, nearby Delhi Metro station and GIP shop mall, all service are very good. I was surprised to get breakfast service at 5:30 am when i was leaving to Agra for one day trip.  I enjoy India Trip and enjoy my stay in CP hotel.","March 23, 2015"
This is the ideally located hotel incase travelling for business to offices in and around the Noida Expressway etc. The service is great. Your put try their coffee shop Pizza for its thin crust and invisible cheese that melts in your mouth.,"March 23, 2015"
"I stay in this hotel about 60 days from 17th Jan till today, per IHG rewards Club policy ,Platinum Member - Stay 50 Qualifying Nights, my stay nights is more than it, CP hotel is aware of this , but i still need to check out/ check in to get my point. ok, i did it on last Saturday , but today is Tuesday, i sill do not receive any points.  I am not begging anything, just want to get what I deserved . During my staying, I payed the bill every 2 weeks already, what should I do more ? what's wrong with IHG and the Hotel?? anyway, this hotel is near by Delhi Metro station, it is very easy to reach any place in New Delhi, service is good also.","March 16, 2015"
"We have stayed in many hotels belonging to this group, this is one of the best.Lovely hotel, 5 mins walk to the metro so easy to get to Central Delhi, taxi around 500 rupees.We had breakfast and the buffet in the evening, both lots of choice and all food excellent.Drink a little expensive but it seems like this in IndiaRoom large, shower excellent (just what you need after a day in the city)Good wifi connectionStaff. They are all very very good, make you feel welcome, very professional. Special mention to Sanjay in the restaurant, very pleasant young man helped me with the food choices, and to Manender (on the front door and very smart looking man) who helped when my driver arrived late, he even phoned them for me. Also to the lady who assisted me to where a certain clothes shop was in Delhi.Only one thing I would like to ask the hotel to do, please please do not serve milk in a tea pot, a jug or glass would be far better.","March 11, 2015"
"The Hotel is located little away from the city, but close to the New Ashoknagar Metro station. The Hotel is next to the HolidayInn, which looks similar to this hotel. The breakfast is very good. The rooms are clean and looks good. There is a swimming pool in the third floor, but it is being renovated now. Except metro connectivity, you have to rely on the hotel for all your travel needs. There is a strong stench of bad smell, when you come out of the hotel, as the hotel located quiet near to the open drainage. Though they mentioned that wifi is chargeable, they offer it for free when requested.","March 6, 2015"
"I have visited this property again after gap of 5 Month...If someone has a work in Noida then this is very good Property but to get the conveyance is little difficult..I stayed at twelth floor from where it looks gorgeous...still they have to work on their BreakFast which is seriously not upto the Mark,,'But there is definately good Improovement in staff behaviour in particularShailendra the Duty Manager as well as Mr.Deep at the Coffee shop was really very nice one..But one must have their own vehicle if U want to stay here..But New Ashok Nagar Metro station is pretty close...byBut I slept really very well in the Room..","February 28, 2015"
"If this hotel is not an embarrassment to the IHG Group, then it should be. For potential visitors: if you enjoy the smell of raw sewage (on a good day 'treated sewage' - when the wind is favourable) then this is the place for you. The entire hotel stinks (and this is not a metaphorical description, although it works just as well). The whole place stinks; from the entrance, through to the reception area, to the exclusive outside deck for smokers (replete with rat traps and a bewildering array of pigeon droppings) through to every floor. The 'management' - and the term is deliberately placed within inverted commas - does its best to mask the attendant smells with a cornucopia of equally disgusting synthetic scents, but the smell is as pervasive as the cloying, sycophantic subservience of the staff whose training must have been initiated by someone with an unhealthy reverence for the British colonialists. On the positive side: the rooms are ok, and the food at the ONE restaurant is reasonably good. They make a decent attempt at passing off yesterday's unwanted food at the next 'buffet', and the local, freshly prepared cuisine, is very good. There you go, a positive comment.That's about as good as it gets. It's taken them 7 months to rebuild (sorry, 'renovate'), the pool area - for heaven's sake, a single builder with a trowel and a bucket could have done the same in 4 months - and there are still (February 2015) no signs that it will be completed - it remains a construction site (albeit marginally more aesthetically pleasing than the hotel's environs).Bad hotels often have a 'good location' to temper the awfulness of the property. This hotel is in the middle of nowhere; 50 yards from a fetid river; 75 yards from a sewage treatment plant, and 30 yards (if you get the wrong room) from a railway line.How people can rate this establishment as 'excellent' or even 'good' is utterly beyond me. Oh yes, it's dirt cheap. 'Dirt' being an operative (and appropriate) word.And there is one consolation: it's not as bad as the Holiday Inn next door. That has to be something to be proud of.","February 23, 2015"
"I guess the title of my review sums up my stay. To be fair, the rooms are really nice but it all stops there. I was upgraded to a room that had a view of the sewage treatment plant. The smell is awful and the surrounding of the hotel, including the walk to the nearby metro station, can be intimidating. I booked a taxi through the hotel for day trip and was overcharged by the taxi driver. Overcharged is actually an understatement.. I was charged nearly 80 kms extra than what I had done. I complained to the hotel but they put up their hands and all they had to say was that the taxi company was private and does not belong to the hotel I think that the hotel has a responsibility towards its guests and should stop using the local taxi stand and instead provide the number for a Meru taxi or a radio taxi. If this could happen to me as a person of Indian origin who has lived in New Delhi, I cannot even imagine how foreigners get charged without even realizing that they have been scammed. Would I say there again? probably not...","February 22, 2015"
"Stayed in four hotels in my recent travels around india and I must say I'm not sure what this hotel is trying to be.It's planted in a not very pleasant spot in Delhi, the room and general hotel finishes are poor quality with poor finishing and the bar had a very limited selection including imported low cost beers but not low cost to buy.The food quality was also below what we expected and become accustomed to in similar ranked hotels in India.We therfore booked out earlier than anticipated and went elsewhere.","February 19, 2015"
"I stayed b/w Jan.28-31, 3 nights. During my staying, I enjoyed party at the restaurant. The menu was including Sushi, very delicious. Location is so nice, very cross to the Indian museum and Victoria Memorial and another sightseeing spots and good restaurants. Around the hotel, you can find out the noisy and dirty market, but you feel comfortable to stay in the hotel. Very quiet. Just 45 minutes from International airport by taxi, just 700 Rs．","February 18, 2015"
"I am currently in reaidence for 4 weeks on business & cant wait to vacate this place. The good points are a very comfy bed, food is good, service pleasant......the bad points are: there is no pool so false advertising!!! Its in the middle of nowhere & miles from anywhere, & finally & most importantly there is an open sewage works at the back & a very polluted river at the front, the smell at certain times of day pervade the outside & inside of the hotel & into the one & only restaurant, it makes one gag tremendously & stays inside the mouth & nostrils for ages!!!!! Most unhealthy. Why oh Why have Crowne Plaza with their millions not dredged or cleaned this place up! I understand this hotel is only 4 years old so shame on the builders for putting it here in the first place. I so wish I was in the Suryaa ...","February 14, 2015"
"Due to my work,I am always on wheels/air and travelling across Europe & Asia and as a first preference I always opt for IHG group hotels (Crowne Plaza,HI etc.) and the reason behind it gets very clear when you stay in there.This time I opted for Crowne Plaza during my trip to India & I found a great hospitality at front desk,well maintained fitness club along with Sauna/Steam bath,healthy & delicious breakfast,very much spacious rooms,good comfort and a personal care just like in a Family,I have been staying in lot of IHG properties in Europe and believe me this is one of best property in terms of standard,comfort,price & hospitality.Room Service is very quick & availability of front desk is amazing.I must say Well done IHG & all my thanks to Mr Sunny Chadha (Director,Sales) who gave me all the comfort and suggested me to try this property,I have been already staying now here since last 2 weeks & my stay is now extended for next 8 weeks :) so excited about it as I feel comfort in here.","January 23, 2015"
Stayed here for 3 nights on a business trip. Good location for work in Noida. Staff is great. Rooms were in great shape. Breakfast buffet was pretty good. Wifi could have been stronger in the room. Would stay here again,"January 23, 2015"
"I have reviewed nearly 60 hotels on Tripadvisor and I believe that this hotel is most difficult to rate. When I checked out, my rating of the hotel was definitely 'Five stars', however, I cannot ignore what I found out after I checked out. I stayed at this hotel for four nights in December. Due to the regulation of my company, I booked this hotel through my work's designated travel agency. I had a voucher issued by the travel agency with a confirmation details.When I checked in after a long flight on December 17th, I was told by the front desk that my reservation had been cancelled by my travel agency and thus I had no room. I presented my voucher and told the gentleman that I would like to follow the instruction described on the voucher (i.e. to call correct to the agency's office in Singapore). However, the hotel personal was reluctant to do so. Instead they offered a 'special rate' to secure four nights of the room which was about 30% higher than I had originally paid to the travel agent. As I had no choice under the circumstances. I accepted the offer and was checked in the room, which was well equipped. The hotel people all looked professional and at this point, I believed that the confusion was due to my travel agency. Therefore, I thanked to the manager at the front desk for them to handle the problem professionally. At the same time, I mad several international calls to my travel agency in Japan to resolve the issues.The four nights' stay was excellent, and when I checked out, I once again thanked them for their help. The gentleman who checked me out requested me to fill out the 'feedback' form specifying his name (as he was one of the people who helped me on Day one) which I did with pleasure. At the same time, I asked the front desk about a card (with a message from manager saying 'Apologize for the inconvenience' and a plate of fruits delivered to the room the night before (while I was out) The people at the front desk were not sure what it was. As I did not want to miss the flight, I had to leave without finding it out.A few days later, I found out through my travel agency as well as IHS representative in Tokyo that the reservation was intact when I checked in (with sufficient evidence), and thus it was simply the mistake of the hotel. They also said that the hotel was informed of the error on my Day 2 and thus they should have explained it to me. I believe that the card and fruit plate must have had something to do with it. I am not sure that if they did it to sincerely apologize the error or just to 'conceal' the error. In any cases, they should have explained to me what was really going on.I can still say that the stay was pleasant and the most staff members were of high professional standard, yet I am hesitant to recommend this hotel to the readers until the management full explain what actually went on rather than simply leaving a fruit plate in my room without explanation.","January 17, 2015"
Travelled in July 2014 on a business Trip. We stayed there for 5 days.The Front office people are very efficient and helped us check in within 10 minutes of our arrival. Since we had already opted for a non smoking room we got the same and were in our rooms in the next 5 minutes.The rooms are very big with beautiful Metro View.The Breakfast was complimentary and pretty much all the variety were available.Room Service was also very quick and they operate 24/7.Overall a great 4 Star Stay,"January 6, 2015"
"Recently during my visit to Delhi- I stayed at Crown Plaza- Mayur Vihar (Delhi). This is not the best hotel when comes to infrastruccture and stay in comfort ( not at par with Crown Plaza brand). In terms of services, I woudl rate it a average. There are a few branded hotels nearby in Noida if you are looking at a good value for money.","January 2, 2015"
"Well first and foremost, I have stayed in this hotel more than a dozen times so this review will be one of the most helpful to you.The Property is amazing and it is a sheer pleasure staying here, the staff is very helpful and treat you with utmost respect. The rooms are big with luxurious. Although food is on the expensive side but considering this to a 5star property it is manageable.My sincere request to anyone who drinks, there is a liquor mall just behind the hotel so bring in the liquor and order food in your room it will be an amazing experience.If you are looking for decent place and have come for a business/leisure travel then this is a place to be, you might also get lucky and catch a few celebrities in the hotel during your stay.Cheers.","December 26, 2014"
The hotel is just new. The prices with around 7500 are quite good. Rooms are typical and restaurants too. Breakfast is very nice with very variaty. The gym is fine. Employees very friendly. For me a good alternative for greater Noida.,"December 22, 2014"
"I spent 3 days for some business visits in Noida and the huge, soft bed is amazing. I slept wonderful at the spacious room. The hotel employees are very friendly and willing to help with anything. The breakfast was good, but I missed some sandwich filling. The menu card content was fine, I really like the classical burger they served as well as the minestrone soup. All the transfers I had were hotel arranged transfers. This service can be a little bit improved. As an example I was waiting for the cab while the chauffeur was waiting for me while nobody was contacting me. The fixed line internet at the room is good for e.g. Skype (~6Mb UL/DL). Wifi is pretty much the same but you have to pay for both services unfortunately.Overall I enjoyed my visit at this hotel.","December 19, 2014"
"I stayed there 2 nights and had a really comfortable stay! The bed is huge and amazingly soft, the room very spacious and the buffet breakfast delicious. The pool was closed but they provided me a cab to another pool in another hotel nearby. The concierge was very helpful and all staff courteous. Definitely a place to stay!","December 11, 2014"
"I recently visited Infinity restaurant, Hotel Crowne Plaza for a buffet lunch affair. Must say that it offered a warm hospitality, impeccable service and care for the guests need. Service staff was very courteous, helpful and always responsive for your searching looks of any assistance. One extremely good thing about Infinity is its open spaces, and a naturally lit ambiance. Ample sunlight glows up the space, enhancing the mood and the decor alike. Winter sun makes it all the more cozy and comfortable.And the most important, the food is top class. Assortment of soups, starters, main course, beverages, fruits and desserts makes it a wholesomely appetizing affair. Live kitchen, dishing out the pastas and hot bread, adds to the food sparkle. You crave for more and more! True satisfaction to your senses and soul! One must visit, if you truly wish to relish a delectable buffet meal amid really peaceful settings.Anil Bisht","December 3, 2014"
"One of the best in it's category we experienced thus far in India. Great room, awesome bathroom... Very comfortable and large bed... And excellent breakfast buffet. It's location is not ideal and bar is a bit sad ... But as getting around is in any case difficult this hotel is definitely a good choice as a base to discover Delhi ","December 3, 2014"
"We stayed 3 nights at this wonderful hotel. The rooms were just great, the food was better than we expected, the staff was friendly and attentiv. All except the waiters in the restaurant. They were friendly all right, but completely unorganised, forgetting things all the time, pouring red wine when we ordered white, forgetting coffe, etc. etc. That is why this establishment gets one point off.","November 18, 2014"
Good hotel with all the amenities ...stayed I the 14th Floor. Good location... very good for business traveller having work in Noida. Breakfast is very good but the service is a little disoriented. Didn't like the layout of the breakfast arrangement. Front office is very hospitable. Highly recommended in Noida area.,"November 10, 2014"
I stayed here for 1 night .we were in group so had booked 3 rooms.Its typical Crown plaza hotel but i felt that lots have to be done in front office.we checked in around 7 pm but our surprise no one was present at front office .one attended from concierge tried to check us in leaving guest to move luggage around .The rooms are pretty big and adequate for 3 persons.The breakfast offered is plenty with lots of variety .Another think that perhaps front office failed to update my stay for points in rewards club.i guess there is something missing in front office,"November 10, 2014"
"My 2 night stay was in all very nice while doing business in Noida. The positives:Excellent service, comfy beds (on the soft side) great breakfast.Improvement areas:Pool was closed, location quite dull, breakfast service a little disorganised.","November 1, 2014"
very nice hotel no complants at all rooms are good service is good its located outside the city center with nothng of any interest in the immediate vicinty bare i mind that traffic in delhi is a nightmare the hotel has a pool and food we thought was good the arport s about 45mins to a hour away depending on traffic,"October 31, 2014"
It is a five start Hotel with Excellent Lobby...Mainly it has things...1.Nice Business Breakfast2.Lovely Rooms3.Excellent Bed n Bed Spread4.Very Spacious BathRoom5.Convenient Location for the Work in Noida6.Very much coneected to Metro so can go to any Location across delhi nd reaches very fast,"October 31, 2014"
"We stayed at Crowne Plaza Mayur Vihar for two nights as part of our tour of Rajasthan. The hotel is very modern and the facilities are excellent. The staff were very friendly and helpful, especially when we arrived after 15 hours of travelling. The buffet breakfast was great, plenty of choice with an excellent omelette chef! The hotel is not close to much but as we had a driver that was not a problem. The bed was extremely comfortable - I would have been happy to stay for more than 2 days!","October 23, 2014"
"wifi in room not workingunable to arrange metered taxi in one hour time instead charging double with their own car for transfer to airportbreakfast choices limited, sames as dinner optionsmrt (trains) running loudly outside","September 13, 2014"
This hotel was such a pleasure to stay in. I have never slept on such a good mattress ever!! Would have liked to extend my stay indefinitely. The rooms are beautiful and very clean and the meals were very enjoyable as well. The only drawback was no Wifi. There is Wifi but you have to pay for it and it is for an hour only. There is wifi in the lobby but again only for an hour. Other than this everything else was fine.,"September 2, 2014"
"Amazing buffet breakfast, the rooms are super spacious and have great views. The beds are super comfortable, like sleeping on a cloud. The staff are very friendly and helpful. The hotel also offered a packed breakfast because I had an early morning tour to the Taj Mahal.","August 14, 2014"
"Great place close to Delhi as well as Noida.. Peaceful place, comfortable and neat rooms, good restaurants great food love the noodles in buffet dinner.......will recommend this.........................","August 5, 2014"
"This is my second visit in last 2 months. A very comfortable and neat room. Very apt and well thought-out amenities in room. I cannot point out anything that was out of place or lacking. Restaurents, breakfast, buffet meals, business amenities and decor with world class service. I will highly recommend the place if someone is visiting Delhi or Noida.","July 19, 2014"
Name of the hotel has been changed. It was my first time there and i found the food & service very good. My sincere thanks to Chef Avinas who helped us in making the experience meorable. Thanks for the hospitality. Keep it Up!!!!,"July 7, 2014"
I stayed at this hotel for a week. The room was very clean and well maintained. I received an amazing towel animal in my room service and was very impressed! :)Overall this is a fantastc hotel - the service is excellent and everyone is so friendly and welcoming.,"July 3, 2014"
Stayed in Hotel Crown plaza last month. It was my second time staying in this property earlier it was know as double tree. Thought the name has been changed but the superlative service is still there. If you are planning to visit Noida or Delhi its a good place tlfor you. All the 5 star amenities of this hotel will surely give you a cozy memorable stay. ,"July 2, 2014"
"Location of the hotel is great. 10 mins drive to Noida, 15 mins to South Delhi via DND and 20 mins to Connaught Place by the Metro. Rooms are spacious, staff courteous. They have a well quipped gym, a nice pool with steam and sauna in change rooms. Breakfast buffet spread is decent but nothing stands out - most hotels in India have a far better breakfast spread and their peers abroad. Here I felt disappointed. They don't have any specialty restaurant either. Other than food, a very good business hotel.","June 25, 2014"
"I stayed at Crowne Plaza Mayur Vihar for one night with my family during a recent visit to India. We had four rooms as there were 10 of us. I see some reviews stating that the location is in the middle of nowhere; however, I was visiting family in Mayur Vihar so this was perfect for me.The hotel reception is very well designed and the rooms are also spacious. My niece and nephew's had a wonderful time at the open pool on the 3rd floor. The staff at this hotel is excellent. Shailendra, Nitin and Girraj really helped us and made our stay wonderful. The breakfast buffet at Infinity was very good. All in all a very good hotel!","June 17, 2014"
"a good hotel with polite staff, Clean room and great food, Stayed here for two days it was really comfortable. The only draw back i felt it was little out of city. but the service makes it worth for a travel.","May 27, 2014"
"I stayed in this hotel on my way back home, after visiting the Taj Mahal in Agra. Hotel staff is very kind and polite. Excellent food, very nice stay after visiting very busy places in Delhi and India. I will stay again in this hotel if I will return to visit Delhi.","May 21, 2014"
"This is a review only of the spa.Went for a 3 hour package and it was the best I have ever experienced! I fell asleep and my skin was glowing! It included body exfoliation, hot stone massage and an aromatherapy facial.Spa staff were excellent. Products used were very good.The steam room is good. Only drawback is that you have to walk across the floor to reach your spa room. The spa room is big and beautiful with a spacious bathroom. For some reason the sink did not stock any soap. I should have asked. Anyway, I used the showergel which smelt very nice.Very safe to keep your belongings in the cupboard. The ambience of the room and the spa reception is very welcoming, warm and beautiful.","April 28, 2014"
we stayed for 3 night with my wife and our tour group.the hotel place is out of city and in front of smelly river.there is one shopping mall close to hotel but not completely opened yet. just some bars and a restaurant called silver plate that is very great.rooms and services is good.breakfast is also good.,"April 19, 2014"
"I had a meeting with FTO, so I chose to stay in this hotel as its close to Noida...I got a great price-thanks to Siddartha Yadav..now talking about the hotel, it took some time to get my room, as I wanted pool view room and lower floor and yes after 20 minutes they (check in staff and lad named Devendra) made it possible. Room view was stunning. Waiting was worth. Room was quite spacious. Rooms amenities were perfect. Duvet was up to the mark and cozy bed was quite comfortable. I ordered Veg Penne Pasta with chocolate brownie in room and it was served hot and it tasted amazing. Dinner was little disappointing though. I think if Chef could work lil bit for taste buds of guests, it can make a remarkable effect. After being disappointed by curries, chef made nice chicken pizza, which definitely pleased us at the end. Morning breakfast was good. I will not rate it as very good as still it could not impress my taste buds. Sambhar was quite thick, poha was bland, so was Sabzi...Poori was very oily too..All I could enjoy was fresh fruits, mysore pakodas with chutney and muffins with nice cappuccino....Pool was clean and we enjoyed swimming thoroughly..Check out was lil slow due to some discrepancy with the best price I was offered, but at the end it went okay...Overall, it is great property to stay in. I enjoyed my stay..Will definitely stay again for next coming meetings...its good option for family too as location is good....Thanks to Siddhartha and Devendra...","April 13, 2014"
"the hotel staff are very polite and helpful ,but when we would like something extra the charges are very huge for example six pieces of little bread costed 500 rupees....too much money, anyway i advise every one to rest at this lovely hotel.","March 30, 2014"
I stayed here for 3 nights.There was a great Indian buffet and restaurant's food was delisious but you don't have lot of option for Breakfast. The staff are very friendly. My room was clean and tidy and well serviced with turn down service every evening but wifi did't work in our room.hotel's location is far from city center but metro was very close and you can rent a car with driver to take you anywhere and wait for you to take you back with reasonable price.Reception clean and the staff are very efficient and answer questions with clarity,"March 29, 2014"
This was my first visit to New Delhi - and India in fact. I wanted to be reasonably close to the main centre of New Delhi for meetings so I chose the Crowne Plaza.Overall I found this hotel to be great. The staff were very helpful and arranged transport for me to get into town and back plus to other calls. The big benefit was the pick up at the airport - especially late in the evening.The food in Infinity was of good quality. The room was very pleasantly arranged and well kept.One small niggle - Perhaps the hotel could update their contact details and provide a working email address - very useful when trying to confirm dates etc. The current email address on their website does not work.Good job !,"March 29, 2014"
"I stayed here for a few days. My package included dinner, breakfast and unlimited wifi. There was a great Indian buffet some nights. Breakfast is also fine with good coffee. The staff are very friendly. My room has fine and well cleaned. Loved the fresh flowers, but I tend to prefer my towels to be towels - not swans! (Am I a kill-joy?!). My only issue is that I would have loved to swim in the pool, but noticed that many pigeons like to bath there too!","March 28, 2014"
I'll make this one short..I loved it......the only thing bad I could say about this 1 is that I had work mostly in Central and South Delhi and from this hotel it took quite a while getting there....This property is a marked improvement from my previous 2 stays at Holiday inn and Fraser Suites (both situated in Mayur Vihar)..The rooms were beautiful....neat and clean and spacious with all amenities..The breakfast was yummy....and the staff courteous..Would definitely return next time if I have work in the area..,"March 12, 2014"
"Location of the hotel is near the tube about a five minute walk, or grab a TukTuk for about 60 rupees. Go for the high rooms at the back of the hotel overlooking the Metro line, they have the best views. Room clean and tidy and well serviced with turn down service every evening.Shame about the wifi only being free for 30 minutes and available only in the lobby, I would expect a Crowne Plaza of this quality to offer it free. The one in Cochin gives no free time.Breakfast is a good choice and the wait is short, hot food cooked to order by the chefs and they do an excellent job.Reception clean and the staff are very efficient and answer questions with clarity.Excellent sauna and steam plus the gym which was empty when i was there. I did not have any treatments due to lack of time.I stayed here for two nights","March 3, 2014"
"We stayed at Crowne Plaza for 5 days.The hotel is clean with comfortable beds, modern layout and the most friendly staff.The food was one of the best places we ate in the whole India. We highly recomend this hotel.","February 27, 2014"
"I spent 4nights there and the best thing is bed, very comfortable, soft.Breakfast and dinner are very goods.But location of this hotel isolate from other area. Cant walk around to find place for dine or drink.Services staff at restaurant is more better then front desk.","February 25, 2014"
"We attended a fair in Noida and lived in Crown Plaza for 4 nights. Both the service and food quality are excellent! The food is very fresh and delicious! The bed is soft and comfortable. I missed there when I just leave. If I go back Delhi, I will deffinately choose this hotel again.","February 16, 2014"
"The hotel installation was good, bud I think the front desk staff need be training again. When I reached the hotel, first, they give me a occupied unclean room, that is easy to solve but I didn't get any apologize. In the second day, when I back from outside, my key is not working for the elevator, after change the card, I found can't unlock my room door, because they put wrong data into the system and show me should check out when I will stay for 3 night more. When I check out, I found that my car arranged day before are in wrong time, they put into the system my flight time and arrange the car for same time, when day before they told me sure be leave the hotel two hours before. I can say, everyday have a surprise waiting me, this is not the level for a Crowne Plaza Hotel that I feel, at least in Latin America, I feel better and have very good experience before.","February 14, 2014"
"Happened to stay at this property during my recent trip to NCR. Interiors are tastefully done and the rooms are spacious and big and comfortable . Overall it gets my thumbs up, however was disappointed at the morning breakfast buffet and dinner the previous night .The layout was not comfortable and there is a lot of back and forth to fill your plate . Also want not satisfied by the spread also . It was quite limiting considering the quality of the hotel and the price one pays for the stay .","February 12, 2014"
"extremely disappointed with this ex Hilton Property.........bad management, wierd staff, keep knocng on your doors to give you chocolates........switch boards are coming off...........the bath tub had cement stains which haven't been removed............the housekeeping leaves my door ajar from 9pm till 3am and apologises saying its an error........thankfully nothing was stolen......but the most pathetic management...........the drainage was blocked and choked and repeated attempts never got this repaired in my 4 day stay, water rushes out of the shower cubicle because of the water filling and drainage and hence you constantly have a wet bathroom.........absolutely rude staff at breakfast table.....seems like they are heavily underpaid......just hated it","February 4, 2014"
